datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-01-02 15:00:00,1.44,0.14,242.96,5.9,0.0,0.63,15.88
2007-01-02 16:00:00,1.46,0.1,243.1,5.99,0.0,0.0,15.77
2007-01-02 17:00:00,2.14,0.26,238.18,9.12,0.0,0.07,8.42
2007-01-02 18:00:00,1.97,0.23,237.58,8.36,0.0,0.5,17.3
2007-01-02 19:00:00,1.52,0.1,239.28,6.33,0.0,0.0,17.55
2007-01-02 20:00:00,2.57,0.37,238.49,10.86,0.0,0.58,17.42
2007-01-02 21:00:00,1.32,0.18,240.21,5.56,0.0,0.0,2.6
2007-01-02 22:00:00,0.53,0.12,242.96,2.27,0.0,0.45,0.0
2007-01-02 23:00:00,0.74,0.06,244.57,3.08,0.0,0.12,0.0
2007-01-03 00:00:00,1.13,0.06,244.16,4.64,0.0,0.0,0.0
2007-01-03 01:00:00,0.9,0.12,243.94,3.75,0.0,0.57,0.0
2007-01-03 02:00:00,0.3,0.13,246.72,1.39,0.0,0.0,0.0
2007-01-03 03:00:00,0.33,0.18,246.67,1.58,0.0,0.57,0.0
2007-01-03 04:00:00,0.3,0.12,246.06,1.32,0.0,0.02,0.0
2007-01-03 05:00:00,0.95,0.1,244.03,3.92,0.0,0.0,10.88
2007-01-03 06:00:00,0.33,0.17,245.9,1.55,0.0,0.57,0.0
2007-01-03 07:00:00,0.3,0.11,242.78,1.36,0.0,0.0,0.0
2007-01-03 08:00:00,0.32,0.14,241.34,1.48,0.0,0.57,0.0
2007-01-03 09:00:00,0.6,0.13,240.72,2.69,0.0,0.0,0.0
2007-01-03 10:00:00,0.87,0.13,241.29,3.81,0.0,0.0,0.0
2007-01-03 11:00:00,0.98,0.19,243.26,4.16,0.0,0.57,8.45
2007-01-03 12:00:00,1.4,0.12,242.34,5.71,0.0,0.0,17.98
2007-01-03 13:00:00,1.42,0.17,242.96,5.81,0.0,0.57,18.07
2007-01-03 14:00:00,1.09,0.16,244.94,4.54,0.0,0.0,12.73
2007-01-03 15:00:00,0.3,0.14,246.0,1.42,0.0,0.07,0.0
2007-01-03 16:00:00,0.37,0.23,245.89,1.81,0.0,0.52,0.0
2007-01-03 17:00:00,0.29,0.1,240.76,1.25,0.0,0.0,0.0
2007-01-03 18:00:00,0.36,0.21,242.37,1.74,0.0,0.58,0.0
2007-01-03 19:00:00,0.29,0.1,241.15,1.3,0.0,0.0,0.0
2007-01-03 20:00:00,0.33,0.16,241.89,1.54,0.0,0.15,0.0
2007-01-03 21:00:00,1.12,0.11,241.41,4.74,0.0,0.42,0.0
2007-01-03 22:00:00,0.95,0.06,243.7,3.95,0.0,0.0,2.67
2007-01-03 23:00:00,1.67,0.13,245.1,6.87,0.0,0.58,8.63
2007-01-04 00:00:00,3.38,0.08,239.73,14.09,8.48,9.53,0.0
2007-01-04 01:00:00,2.9,0.12,238.35,12.1,9.03,0.33,0.0
2007-01-04 02:00:00,2.39,0.1,242.02,9.82,0.0,0.27,0.0
2007-01-04 03:00:00,2.36,0.08,241.0,9.73,0.0,0.0,0.0
2007-01-04 04:00:00,2.37,0.13,239.96,9.81,0.0,0.6,0.0
2007-01-04 05:00:00,2.35,0.07,240.59,9.68,0.0,0.0,0.0
2007-01-04 06:00:00,2.36,0.11,239.94,9.73,0.0,0.4,0.0
2007-01-04 07:00:00,2.33,0.09,238.73,9.66,0.0,0.2,0.0
2007-01-04 08:00:00,2.4,0.07,237.96,10.04,0.0,0.0,0.0
2007-01-04 09:00:00,2.67,0.12,237.75,11.22,0.0,0.6,16.63
2007-01-04 10:00:00,1.9,0.1,240.08,7.93,0.0,0.0,17.65
2007-01-04 11:00:00,2.01,0.16,241.0,8.4,0.0,0.53,17.8
2007-01-04 12:00:00,4.07,0.28,238.15,17.2,0.0,40.05,17.37
2007-01-04 13:00:00,3.55,0.23,239.4,14.94,0.0,35.0,17.55
2007-01-04 14:00:00,2.01,0.15,242.03,8.39,0.0,5.02,17.93
2007-01-04 15:00:00,0.88,0.15,243.31,3.75,0.0,0.67,7.6
2007-01-04 16:00:00,3.29,0.22,239.99,13.78,0.0,25.82,17.63
2007-01-04 17:00:00,2.74,0.25,237.67,11.62,0.0,4.13,17.3
2007-01-04 18:00:00,2.61,0.13,237.32,10.93,0.0,1.3,17.25
2007-01-04 19:00:00,2.85,0.14,236.59,12.05,0.0,0.17,16.88
2007-01-04 20:00:00,1.5,0.2,237.48,6.33,0.0,0.83,0.0
2007-01-04 21:00:00,0.48,0.09,238.97,2.06,0.0,0.17,0.0
2007-01-04 22:00:00,0.42,0.18,241.66,1.9,0.0,0.75,0.0
2007-01-04 23:00:00,0.54,0.13,244.34,2.31,0.0,0.25,0.0
2007-01-05 00:00:00,1.97,0.14,242.68,8.13,0.0,0.25,8.93
2007-01-05 01:00:00,2.39,0.12,240.3,9.86,0.0,0.43,0.0
2007-01-05 02:00:00,2.39,0.1,242.61,9.82,0.0,0.0,0.0
2007-01-05 03:00:00,2.42,0.14,242.28,9.97,0.0,0.63,0.0
2007-01-05 04:00:00,2.4,0.09,243.23,9.81,0.0,0.0,0.0
2007-01-05 05:00:00,2.41,0.14,241.77,9.92,0.0,0.6,0.0
2007-01-05 06:00:00,2.37,0.06,241.92,9.73,0.0,0.0,0.0
2007-01-05 07:00:00,2.35,0.11,239.56,9.76,0.0,0.22,0.0
2007-01-05 08:00:00,2.32,0.09,238.58,9.64,0.0,0.4,0.0
2007-01-05 09:00:00,2.36,0.1,238.23,9.88,0.0,0.0,0.7
2007-01-05 10:00:00,2.66,0.1,237.64,11.17,0.0,0.62,9.55
2007-01-05 11:00:00,0.36,0.12,240.24,1.65,0.0,0.0,0.0
2007-01-05 12:00:00,0.35,0.14,241.54,1.65,0.0,0.62,0.0
2007-01-05 13:00:00,0.34,0.13,242.38,1.55,0.0,0.0,0.0
2007-01-05 14:00:00,0.38,0.12,246.08,1.66,0.0,0.15,0.0
2007-01-05 15:00:00,0.48,0.19,244.82,2.19,0.0,0.48,0.0
2007-01-05 16:00:00,0.84,0.1,243.49,3.61,0.0,0.0,6.25
2007-01-05 17:00:00,2.24,0.17,237.32,9.45,0.0,0.6,17.27
2007-01-05 18:00:00,2.4,0.06,234.96,10.14,0.0,0.0,16.92
2007-01-05 19:00:00,2.04,0.22,236.43,8.71,0.08,0.58,5.52
2007-01-05 20:00:00,2.98,0.1,237.76,12.54,14.67,0.12,8.9
2007-01-05 21:00:00,2.67,0.11,237.3,11.25,8.37,0.1,17.27
2007-01-05 22:00:00,2.38,0.12,239.25,9.99,1.6,0.52,17.53
2007-01-05 23:00:00,1.74,0.1,241.55,7.16,0.0,0.0,17.87
2007-01-06 00:00:00,1.49,0.14,240.65,6.17,0.0,0.62,17.73
2007-01-06 01:00:00,0.43,0.11,241.34,1.9,0.0,0.0,2.18
2007-01-06 02:00:00,0.33,0.18,245.8,1.57,0.0,0.57,0.0
2007-01-06 03:00:00,0.31,0.14,245.07,1.46,0.0,0.08,0.0
2007-01-06 04:00:00,0.3,0.12,243.9,1.37,0.0,0.05,0.0
2007-01-06 05:00:00,0.34,0.18,243.11,1.56,0.0,0.57,0.0
2007-01-06 06:00:00,0.3,0.11,242.82,1.34,0.0,0.0,0.0
2007-01-06 07:00:00,0.34,0.17,241.54,1.61,0.0,0.63,0.0
2007-01-06 08:00:00,0.3,0.1,241.39,1.34,0.0,0.0,0.0
2007-01-06 09:00:00,0.62,0.14,241.0,2.68,0.0,0.43,0.0
2007-01-06 10:00:00,1.53,0.1,237.75,6.45,0.0,0.23,0.0
2007-01-06 11:00:00,2.59,0.08,233.7,11.07,0.0,0.0,16.18
2007-01-06 12:00:00,4.0,0.27,231.77,17.5,22.15,0.62,16.48
2007-01-06 13:00:00,1.89,0.1,237.49,8.09,0.12,0.0,17.28
2007-01-06 14:00:00,1.7,0.17,239.66,7.2,0.0,0.63,17.58
2007-01-06 15:00:00,1.15,0.08,240.01,4.89,0.0,0.0,4.47
2007-01-06 16:00:00,0.88,0.11,238.18,3.83,0.0,0.38,0.0
2007-01-06 17:00:00,0.9,0.1,235.35,3.92,0.0,0.25,0.0
2007-01-06 18:00:00,0.86,0.07,236.26,3.69,0.0,0.0,0.0
2007-01-06 19:00:00,1.83,0.23,234.73,8.01,0.0,0.63,0.0
2007-01-06 20:00:00,1.02,0.11,238.0,4.52,0.0,0.0,0.0
2007-01-06 21:00:00,1.01,0.18,240.13,4.5,0.0,0.63,0.0
2007-01-06 22:00:00,0.51,0.08,240.07,2.21,0.0,0.0,0.0
2007-01-06 23:00:00,0.51,0.14,242.45,2.19,0.0,0.37,2.72
2007-01-07 00:00:00,0.9,0.12,241.29,3.8,0.0,0.27,9.82
2007-01-07 01:00:00,0.3,0.11,243.07,1.31,0.0,0.0,0.0
2007-01-07 02:00:00,0.35,0.21,247.08,1.71,0.0,0.63,0.0
2007-01-07 03:00:00,0.3,0.13,247.35,1.43,0.0,0.0,0.0
2007-01-07 04:00:00,0.36,0.21,246.39,1.74,0.0,0.63,0.0
2007-01-07 05:00:00,0.29,0.1,244.88,1.33,0.0,0.0,0.0
2007-01-07 06:00:00,0.34,0.17,246.02,1.61,0.0,0.17,0.0
2007-01-07 07:00:00,0.31,0.14,243.45,1.41,0.0,0.45,0.0
2007-01-07 08:00:00,0.31,0.14,243.94,1.4,0.0,0.0,0.0
2007-01-07 09:00:00,0.38,0.18,243.32,1.79,0.0,0.63,0.0
2007-01-07 10:00:00,1.04,0.11,239.9,4.46,0.0,0.0,10.37
2007-01-07 11:00:00,1.07,0.2,239.43,4.72,0.0,7.5,3.9
2007-01-07 12:00:00,0.55,0.16,238.81,2.52,0.0,0.07,0.0
2007-01-07 13:00:00,3.33,0.21,236.68,14.24,8.22,23.88,15.82
2007-01-07 14:00:00,2.53,0.19,242.71,10.5,8.3,8.25,18.03
2007-01-07 15:00:00,3.77,0.25,241.25,15.84,0.0,32.95,17.82
2007-01-07 16:00:00,2.28,0.17,240.26,9.53,0.0,0.82,17.68
2007-01-07 17:00:00,2.4,0.08,235.32,10.19,0.0,3.23,16.97
2007-01-07 18:00:00,5.21,0.38,231.6,22.62,0.0,31.88,16.45
2007-01-07 19:00:00,2.92,0.26,234.58,12.51,0.67,0.55,16.88
2007-01-07 20:00:00,3.52,0.12,234.88,15.09,7.42,0.45,16.9
2007-01-07 21:00:00,4.74,0.22,235.71,20.18,8.52,22.58,17.03
2007-01-07 22:00:00,2.13,0.08,241.23,8.82,0.0,0.35,17.83
2007-01-07 23:00:00,1.46,0.17,242.5,6.03,0.0,0.98,18.0
2007-01-08 00:00:00,1.36,0.08,242.45,5.57,0.0,0.3,17.98
2007-01-08 01:00:00,1.35,0.08,240.82,5.57,0.0,0.22,17.77
2007-01-08 02:00:00,1.38,0.13,241.32,5.7,0.0,0.8,17.82
2007-01-08 03:00:00,1.36,0.08,241.64,5.56,0.0,0.17,17.87
2007-01-08 04:00:00,1.38,0.11,241.2,5.67,0.0,0.85,17.82
2007-01-08 05:00:00,1.1,0.08,239.23,4.6,0.0,0.0,13.8
2007-01-08 06:00:00,0.47,0.09,242.7,2.09,0.0,0.25,0.0
2007-01-08 07:00:00,1.01,0.13,240.47,4.31,0.0,0.42,2.18
2007-01-08 08:00:00,2.14,0.1,237.71,8.97,0.0,0.0,16.88
2007-01-08 09:00:00,1.66,0.16,237.18,6.99,0.0,0.67,12.5
2007-01-08 10:00:00,1.3,0.05,237.59,5.38,0.0,0.0,17.3
2007-01-08 11:00:00,1.18,0.17,238.27,5.03,0.0,0.42,12.87
2007-01-08 12:00:00,0.33,0.1,239.04,1.54,0.0,0.23,0.0
2007-01-08 13:00:00,0.64,0.12,237.54,2.88,0.0,0.0,0.0
2007-01-08 14:00:00,1.85,0.13,241.44,7.71,0.0,0.65,16.7
2007-01-08 15:00:00,1.89,0.09,242.69,7.79,0.0,0.0,18.02
2007-01-08 16:00:00,2.12,0.26,241.49,8.89,0.0,0.62,17.85
2007-01-08 17:00:00,1.9,0.15,237.58,7.98,0.0,0.05,17.28
2007-01-08 18:00:00,2.91,0.24,234.97,12.37,0.0,0.0,16.93
2007-01-08 19:00:00,2.79,0.39,234.92,11.98,0.0,0.68,16.92
2007-01-08 20:00:00,3.43,0.22,236.34,14.52,0.0,0.08,17.12
2007-01-08 21:00:00,2.51,0.2,238.23,10.54,0.0,0.67,6.85
2007-01-08 22:00:00,0.97,0.11,241.21,4.01,0.0,0.0,0.0
2007-01-08 23:00:00,0.33,0.19,243.83,1.58,0.0,0.72,0.0
2007-01-09 00:00:00,0.27,0.09,242.06,1.21,0.0,0.0,0.0
2007-01-09 01:00:00,0.31,0.16,242.24,1.48,0.0,0.67,0.0
2007-01-09 02:00:00,0.29,0.12,244.62,1.31,0.0,0.0,0.0
2007-01-09 03:00:00,0.47,0.12,243.13,2.07,0.0,0.5,2.15
2007-01-09 04:00:00,0.66,0.11,241.41,2.83,0.0,0.17,6.23
2007-01-09 05:00:00,0.27,0.09,240.85,1.28,0.0,0.05,0.0
2007-01-09 06:00:00,1.12,0.13,241.73,4.81,0.0,0.6,5.87
2007-01-09 07:00:00,2.39,0.15,238.67,10.0,0.25,0.0,17.45
2007-01-09 08:00:00,2.14,0.18,239.55,8.93,9.32,0.65,17.57
2007-01-09 09:00:00,1.87,0.07,238.21,7.81,9.42,0.0,17.38
2007-01-09 10:00:00,1.35,0.13,238.33,5.63,0.0,0.5,17.4
2007-01-09 11:00:00,0.93,0.09,237.77,3.89,0.0,0.13,11.12
2007-01-09 12:00:00,0.28,0.1,241.0,1.24,0.0,0.0,0.0
2007-01-09 13:00:00,0.3,0.15,239.53,1.38,0.0,0.65,0.0
2007-01-09 14:00:00,0.27,0.08,242.54,1.23,0.0,0.0,0.0
2007-01-09 15:00:00,0.56,0.21,243.55,2.6,0.0,0.7,1.5
2007-01-09 16:00:00,1.47,0.07,241.26,6.05,0.0,0.0,17.82
2007-01-09 17:00:00,2.11,0.23,237.53,8.99,0.0,0.38,17.3
2007-01-09 18:00:00,2.37,0.19,237.35,10.09,0.0,0.28,17.25
2007-01-09 19:00:00,2.29,0.24,237.92,9.69,3.23,8.57,2.85
2007-01-09 20:00:00,3.21,0.21,238.4,13.64,5.92,14.78,3.15
2007-01-09 21:00:00,3.29,0.17,236.94,13.98,0.0,18.63,8.13
2007-01-09 22:00:00,1.29,0.13,243.28,5.31,0.0,2.57,0.0
2007-01-09 23:00:00,1.64,0.25,243.82,7.04,0.0,21.28,0.0
2007-01-10 00:00:00,0.52,0.15,244.25,2.3,0.0,1.05,3.12
2007-01-10 01:00:00,0.65,0.08,243.11,2.77,0.0,0.15,6.27
2007-01-10 02:00:00,0.34,0.2,245.08,1.62,0.0,0.85,0.0
2007-01-10 03:00:00,0.27,0.08,243.98,1.22,0.0,0.17,0.0
2007-01-10 04:00:00,0.35,0.2,244.33,1.65,0.0,0.83,0.0
2007-01-10 05:00:00,0.27,0.07,242.76,1.22,0.0,0.18,0.0
2007-01-10 06:00:00,0.9,0.17,243.17,3.92,0.0,0.6,2.42
2007-01-10 07:00:00,2.36,0.19,239.59,9.87,0.0,0.2,17.58
2007-01-10 08:00:00,2.97,0.18,238.55,12.45,0.0,0.02,17.43
2007-01-10 09:00:00,2.0,0.14,238.68,8.36,0.0,9.55,17.45
2007-01-10 10:00:00,1.43,0.06,239.32,5.92,0.0,1.1,17.53
2007-01-10 11:00:00,3.97,0.2,237.74,16.83,12.85,31.62,16.0
2007-01-10 12:00:00,1.43,0.11,240.9,5.96,0.0,4.28,14.78
2007-01-10 13:00:00,0.55,0.2,241.13,2.54,0.0,0.63,0.5
2007-01-10 14:00:00,1.7,0.21,241.5,7.24,0.0,18.13,0.18
2007-01-10 15:00:00,1.29,0.11,242.19,5.34,0.0,1.6,10.08
2007-01-10 16:00:00,0.68,0.22,243.4,3.01,0.0,1.08,0.0
2007-01-10 17:00:00,1.82,0.29,239.32,7.76,0.0,0.28,1.97
2007-01-10 18:00:00,3.36,0.28,237.92,14.15,0.0,0.7,17.35
2007-01-10 19:00:00,3.19,0.14,235.0,13.62,0.0,0.03,16.93
2007-01-10 20:00:00,2.93,0.15,235.07,12.54,0.0,0.6,16.93
2007-01-10 21:00:00,1.69,0.11,239.46,7.07,0.0,0.0,7.0
2007-01-10 22:00:00,0.85,0.12,242.08,3.55,0.0,0.6,0.0
2007-01-10 23:00:00,0.38,0.14,246.13,1.69,0.0,0.0,0.0
2007-01-11 00:00:00,0.34,0.2,246.09,1.63,0.0,0.58,0.0
2007-01-11 01:00:00,0.25,0.07,243.64,1.18,0.0,0.0,0.0
2007-01-11 02:00:00,0.31,0.16,245.22,1.47,0.0,0.47,0.0
2007-01-11 03:00:00,0.89,0.11,244.2,3.74,0.0,0.12,10.23
2007-01-11 04:00:00,0.27,0.09,244.19,1.24,0.0,0.1,0.0
2007-01-11 05:00:00,0.3,0.14,242.85,1.38,0.0,0.48,0.0
2007-01-11 06:00:00,0.74,0.07,242.22,3.22,0.0,0.0,2.92
2007-01-11 07:00:00,2.7,0.22,239.46,11.27,0.0,0.57,17.57
2007-01-11 08:00:00,2.51,0.12,240.17,10.5,14.02,0.0,17.67
2007-01-11 09:00:00,1.37,0.14,240.7,5.64,0.0,0.57,17.75
2007-01-11 10:00:00,1.37,0.13,240.26,5.65,0.0,0.0,17.67
2007-01-11 11:00:00,1.15,0.1,240.99,4.75,0.0,0.27,14.52
2007-01-11 12:00:00,0.3,0.14,241.85,1.42,0.0,0.32,0.0
2007-01-11 13:00:00,0.4,0.14,242.34,1.84,0.0,0.0,0.0
2007-01-11 14:00:00,0.33,0.17,244.17,1.54,0.0,0.58,0.0
2007-01-11 15:00:00,0.54,0.14,243.54,2.36,0.0,0.0,3.75
2007-01-11 16:00:00,2.61,0.19,240.72,10.9,0.0,6.08,17.75
2007-01-11 17:00:00,3.24,0.11,236.38,13.69,0.0,0.28,17.12
2007-01-11 18:00:00,3.87,0.3,236.28,16.5,0.0,0.57,17.1
2007-01-11 19:00:00,4.78,0.33,234.22,20.54,8.95,9.65,16.83
2007-01-11 20:00:00,3.71,0.34,234.03,15.96,0.0,13.88,16.78
2007-01-11 21:00:00,2.88,0.12,237.31,12.12,0.0,0.68,17.25
2007-01-11 22:00:00,1.45,0.18,243.45,5.97,0.0,0.55,2.02
2007-01-11 23:00:00,1.29,0.13,243.45,5.28,0.0,0.42,0.0
2007-01-12 00:00:00,0.59,0.15,241.24,2.55,0.0,0.32,0.0
2007-01-12 01:00:00,0.31,0.15,240.46,1.44,0.0,0.65,0.0
2007-01-12 02:00:00,0.3,0.14,243.4,1.4,0.0,0.17,0.0
2007-01-12 03:00:00,0.32,0.16,243.73,1.53,0.0,0.73,0.0
2007-01-12 04:00:00,0.29,0.13,243.65,1.34,0.0,0.0,0.0
2007-01-12 05:00:00,0.81,0.12,241.72,3.47,0.0,0.58,8.58
2007-01-12 06:00:00,1.45,0.12,243.06,6.09,0.0,0.0,11.25
2007-01-12 07:00:00,2.83,0.12,239.9,11.79,0.0,0.4,17.63
2007-01-12 08:00:00,1.99,0.16,240.33,8.29,0.0,0.27,17.68
2007-01-12 09:00:00,1.35,0.11,240.32,5.56,0.0,0.4,17.68
2007-01-12 10:00:00,0.91,0.11,239.05,3.82,0.0,0.2,10.4
2007-01-12 11:00:00,0.28,0.12,240.28,1.27,0.0,0.27,0.0
2007-01-12 12:00:00,0.29,0.13,241.1,1.38,0.0,0.32,0.0
2007-01-12 13:00:00,0.25,0.07,242.91,1.18,0.0,0.0,0.0
2007-01-12 14:00:00,0.33,0.2,244.41,1.69,0.0,0.6,0.0
2007-01-12 15:00:00,0.26,0.08,246.22,1.23,0.0,0.0,0.0
2007-01-12 16:00:00,0.32,0.18,245.4,1.52,0.0,0.6,0.0
2007-01-12 17:00:00,0.57,0.09,241.14,2.39,0.0,0.0,0.0
2007-01-12 18:00:00,2.55,0.14,238.22,10.66,0.0,0.58,17.3
2007-01-12 19:00:00,2.23,0.1,237.31,9.37,0.0,0.05,17.25
2007-01-12 20:00:00,2.3,0.25,238.12,9.62,0.0,0.13,17.37
2007-01-12 21:00:00,1.51,0.22,240.12,6.32,0.0,0.45,2.78
2007-01-12 22:00:00,1.48,0.1,241.87,6.18,0.0,0.0,0.0
2007-01-12 23:00:00,0.8,0.15,242.96,3.33,0.0,0.6,0.0
2007-01-13 00:00:00,0.89,0.08,243.07,3.73,0.0,0.0,10.22
2007-01-13 01:00:00,0.32,0.16,240.48,1.52,0.0,0.6,0.0
2007-01-13 02:00:00,0.26,0.06,243.88,1.21,0.0,0.0,0.0
2007-01-13 03:00:00,0.3,0.12,244.04,1.41,0.0,0.27,0.0
2007-01-13 04:00:00,0.29,0.12,243.45,1.34,0.0,0.32,0.0
2007-01-13 05:00:00,0.26,0.08,242.43,1.19,0.0,0.0,0.0
2007-01-13 06:00:00,0.32,0.17,245.09,1.45,0.0,0.6,0.0
2007-01-13 07:00:00,1.79,0.15,241.15,7.48,0.0,0.0,11.17
2007-01-13 08:00:00,2.66,0.22,238.55,11.23,9.58,5.72,6.47
2007-01-13 09:00:00,1.72,0.11,238.85,7.28,9.65,0.17,4.43
2007-01-13 10:00:00,3.17,0.51,236.83,13.61,15.77,1.98,1.17
2007-01-13 11:00:00,3.56,0.31,235.95,15.23,9.7,7.53,17.08
2007-01-13 12:00:00,1.97,0.28,238.43,8.32,0.47,15.82,0.87
2007-01-13 13:00:00,1.64,0.29,240.95,6.98,0.23,12.68,0.0
2007-01-13 14:00:00,1.63,0.12,242.14,6.81,7.48,0.63,11.05
2007-01-13 15:00:00,2.07,0.18,242.73,8.54,8.12,0.87,14.62
2007-01-13 16:00:00,2.06,0.09,241.86,8.46,0.0,0.17,17.9
2007-01-13 17:00:00,2.8,0.25,237.27,11.81,0.0,0.8,13.3
2007-01-13 18:00:00,1.89,0.25,238.16,7.95,0.0,0.13,0.0
2007-01-13 19:00:00,3.15,0.35,234.94,13.44,0.0,0.43,14.05
2007-01-13 20:00:00,4.51,0.28,233.81,19.32,19.28,0.2,16.77
2007-01-13 21:00:00,4.98,0.29,232.84,21.43,10.72,0.28,16.63
2007-01-13 22:00:00,5.81,0.23,231.42,25.32,23.73,0.38,16.43
2007-01-13 23:00:00,5.07,0.15,234.51,21.79,15.37,0.0,16.87
2007-01-14 00:00:00,3.34,0.21,237.65,14.28,0.0,0.67,4.15
2007-01-14 01:00:00,2.92,0.13,238.91,12.33,0.0,0.0,0.4
2007-01-14 02:00:00,2.88,0.21,241.59,12.31,10.78,0.6,12.28
2007-01-14 03:00:00,1.12,0.09,241.07,5.09,0.0,0.05,0.0
2007-01-14 04:00:00,1.13,0.09,241.35,5.12,0.0,0.05,0.0
2007-01-14 05:00:00,1.19,0.14,240.76,5.4,0.0,0.6,0.0
2007-01-14 06:00:00,1.58,0.07,240.48,6.91,0.0,0.0,0.0
2007-01-14 07:00:00,1.14,0.17,239.72,5.18,0.0,0.62,0.0
2007-01-14 08:00:00,1.32,0.06,240.76,5.87,0.0,0.0,0.0
2007-01-14 09:00:00,2.23,0.09,238.14,9.55,0.0,0.18,11.43
2007-01-14 10:00:00,1.74,0.14,237.2,7.48,0.0,1.32,12.17
2007-01-14 11:00:00,1.01,0.09,238.46,4.39,0.0,4.08,6.27
2007-01-14 12:00:00,0.71,0.19,237.51,3.25,0.0,5.48,0.0
2007-01-14 13:00:00,1.3,0.25,241.09,5.5,0.0,0.03,11.82
2007-01-14 14:00:00,1.83,0.26,242.21,7.65,0.0,0.47,17.97
2007-01-14 15:00:00,2.1,0.14,242.41,8.67,8.43,1.07,17.98
2007-01-14 16:00:00,3.43,0.19,239.12,14.46,10.38,22.45,7.42
2007-01-14 17:00:00,4.21,0.19,234.15,18.1,0.02,26.73,11.75
2007-01-14 18:00:00,3.59,0.19,233.32,15.41,0.0,4.02,16.69
2007-01-14 19:00:00,3.29,0.35,232.91,14.2,0.0,0.5,16.65
2007-01-14 20:00:00,3.19,0.19,233.75,13.63,0.0,0.47,16.75
2007-01-14 21:00:00,2.11,0.15,237.12,8.86,0.0,0.0,17.23
2007-01-14 22:00:00,1.46,0.1,239.65,6.07,0.0,0.45,17.58
2007-01-14 23:00:00,1.37,0.11,242.3,5.62,0.0,0.42,17.98
2007-01-15 00:00:00,1.36,0.09,242.09,5.53,0.0,0.0,17.93
2007-01-15 01:00:00,1.34,0.09,240.43,5.53,0.0,0.43,17.7
